neighborhood_id,neighborhood_name,device_serial,device_connectedto,device_address,device_lat,device_long,device_tags,etl_updatedtimestamp,is_current,org1,org2,inside_outside,landmark,shape_wkt,POINT_X,POINT_Y
N_601230550253968447,BCYF-Shelburne-CC_Indoor,Q3KD-VDE5-B6YZ,BCYF-Shelburne-MR46-AP3,"2730 Washington St., Boston, MA 02119",42.322428334999998,-71.090162401000001,{recently-added},8/19/2026 2:41:27.000,1,,,,,POINT (-71.090162400999986 42.322428335000041),-71.090162400999986,42.322428335000041
N_601230550253968447,BCYF-Shelburne-CC_Indoor,Q3KD-5Z9M-99HA,BCYF-Shelburne-MR46-AP2,"2730 Washington St., Boston, MA 02119",42.322428334999998,-71.090162401000001,{recently-added},8/19/2026 2:41:27.000,1,,,,,POINT (-71.090162400999986 42.322428335000041),-71.090162400999986,42.322428335000041
N_601230550253968544,BCYF-Charlestown-CC_Outdoor,Q3AK-E7TV-XMVL,CHL-CharlestownCC-MR76-AP1,"255 Medford St, Charlestown, MA 02129 (Charlestown Community Center",42.380838322999999,-71.061038406999998,"{bcyf,recently-added}",8/19/2026 2:41:29.000,1,,,,,POINT (-71.061038406999955 42.380838323000035),-71.061038406999955,42.380838323000035
N_601230550253968544,BCYF-Charlestown-CC_Outdoor,Q3AK-CCVD-YPQ3,CHL-BCYF-AP1,"240 Medford St., Charlestown, MA",42.380109322999999,-71.061069907000004,{recently-added},8/19/2026 2:41:29.000,1,,,,,POINT (-71.061069906999933 42.380109323000056),-71.061069906999933,42.380109323000056
N_601230550253968544,BCYF-Charlestown-CC_Outdoor,Q3AK-DZSE-QVAE,CHL-BCYF-AP2,"240 Medford St., Charlestown, MA",42.380109322999999,-71.061069907000004,{recently-added},8/19/2026 2:41:29.000,1,,,,,POINT (-71.061069906999933 42.380109323000056),-71.061069906999933,42.380109323000056
N_601230550253968546,BCYF-Vine-CC_Outdoor,Q3AK-CRC8-VE6L,ROX-VINE-MR76 AP1,"339 Dudley St, Roxbury",42.326802334000000,-71.076707404999993,{recently-added},8/19/2026 2:41:30.000,1,,,,,POINT (-71.076707404999979 42.326802334000035),-71.076707404999979,42.326802334000035
N_601230550253968546,BCYF-Vine-CC_Outdoor,Q3AK-D3VW-XCQY,ROX-VINE-MR76 AP3,"339 Dudley St, Roxbury",42.326802334000000,-71.076707404999993,{recently-added},8/19/2026 2:41:30.000,1,,,,,POINT (-71.076707404999979 42.326802334000035),-71.076707404999979,42.326802334000035
N_601230550253968546,BCYF-Vine-CC_Outdoor,Q3AK-DGJJ-AQGT,ROX-VINE-MR76 AP2,"339 Dudley St, Roxbury",42.326802334000000,-71.076707404999993,{recently-added},8/19/2026 2:41:30.000,1,,,,,POINT (-71.076707404999979 42.326802334000035),-71.076707404999979,42.326802334000035
N_568579452955534204,Dorchester,Q3AK-DN7K-73PX,DOT-HOLMES-MR76 AP1,"40 School St, Dorchester",42.296751338999997,-71.075627406999999,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.075627406999956 42.296751339000025),-71.075627406999956,42.296751339000025
N_601230550253968546,BCYF-Vine-CC_Outdoor,Q3AK-EUSR-KUFM,ROX-VINE-MR76 AP4,"339 Dudley St, Roxbury",42.326802334000000,-71.076707404999993,{recently-added},8/19/2026 2:41:30.000,1,,,,,POINT (-71.076707404999979 42.326802334000035),-71.076707404999979,42.326802334000035
N_601230550253968548,BCYF-Shelburne-CC_Outdoor,Q3AE-TWYZ-L33J,ROX-Shelburne-MR86 AP1,"2730 Washington St., Roxbury, MA",42.322428334999998,-71.090162401000001,{recently-added},8/19/2026 2:41:32.000,1,,,,,POINT (-71.090162400999986 42.322428335000041),-71.090162400999986,42.322428335000041
N_601230550253968549,BCYF-Hyde-Park-CC_Outdoor,Q3AK-D639-ZQ76,HP-BCYF-AP2,"1179 River Street, Hyde Park, MA02136",42.256296347999999,-71.121081895000003,{recently-added},8/19/2026 2:41:33.000,1,,,,,POINT (-71.121081894999975 42.256296348000035),-71.121081894999975,42.256296348000035
N_568579452955534204,Dorchester,Q3AK-CZ5V-CG2S,DOT-MATHER-MR76 AP1,"1 Meeting House Hill, Dorchester",42.304436299999999,-71.063147999999998,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.063147999999956 42.304436300000077),-71.063147999999956,42.304436300000077
N_568579452955534204,Dorchester,Q3AK-CUXR-U6DK,DOT-GREENWOOD-MR76 AP1,"189 Glenway St., Dorchester, MA",42.296553338999999,-71.080653905999995,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.080653905999952 42.29655333900007),-71.080653905999952,42.296553339000070
N_568579452955534204,Dorchester,Q3AK-DFCL-BKHE,DOT-BFD21-MR76 AP1,"641 Columbia Rd., Dorchester, MA",42.318324335000000,-71.063234410000007,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.06323440999995 42.318324335000057),-71.063234409999950,42.318324335000057
N_568579452955534204,Dorchester,Q3AK-CADE-6MGR,DOT-MARSHALL-MR76-AP1,"35 Westville St., Dorchester, MA",42.299766337999998,-71.071176909000002,"{BPS,Outside}",8/19/2026 2:40:49.000,1,BPS,,Outside,,POINT (-71.071176908999973 42.29976633800004),-71.071176908999973,42.299766338000040
N_568579452955534204,Dorchester,Q3AK-JZXT-2Z4T,DOT-HOLLAND-MR76 AP2,"85 Olney St., Dorchester, MA",42.305607336999998,-71.073858908000005,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.073858907999977 42.305607337000026),-71.073858907999977,42.305607337000026
N_568579452955534204,Dorchester,Q3AK-KVDF-XDG7,DOT-BPL-UphamsCorner-Roof-MR76-AP1,"500 Columbia Rd., Dorchester, MA",42.314769335999998,-71.067581408999999,"{BPL,Outside,Uphams-Corner-Branch}",8/19/2026 2:40:49.000,1,BPL,,Outside,Uphams Corner Branch,POINT (-71.067581408999956 42.31476933600004),-71.067581408999956,42.314769336000040
N_568579452955534204,Dorchester,Q3AK-FLN6-ZWKT,DOT-BFD21-MR76 AP3,"641 Columbia Rd., Dorchester, MA",42.318324335000000,-71.063234410000007,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.06323440999995 42.318324335000057),-71.063234409999950,42.318324335000057
N_568579452955534204,Dorchester,Q3AE-8G9R-JGU2,DOT-HOLMES-MR86 AP2,"40 School St, Dorchester",42.296751338999997,-71.075627406999999,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.075627406999956 42.296751339000025),-71.075627406999956,42.296751339000025
N_568579452955537848,South Boston,Q3AK-CSQ5-6B6R,SB-PERRY-MR76 AP1,,,,{},8/19/2026 2:40:50.000,1,,,,,,,
N_601230550253961436,East Boston,Q3KG-2NTX-D6RZ,EB-BPDA7-MR86 AP3,,,,{},8/19/2026 2:40:53.000,1,,,,,,,
N_568579452955538703,Allston Brighton,Q3KG-ZLA9-GY3Q,AB-BFD-E51-OAKSQUARE-MR86 AP1,,,,{},8/19/2026 2:40:52.000,1,,,,,,,
N_601230550253962329,BCYF-Vine-CC_ Indoor,Q3KD-LKHY-79GG,BCYF-Vine Street-Classroom B-MR46,,,,{},8/19/2026 2:40:56.000,1,,,,,,,
N_601230550253962845,Jamaica Plain,Q3KG-JLLF-CRFW,JP-BFDE28-MR86 AP2,,,,{},8/19/2026 2:40:57.000,1,,,,,,,
N_601230550253965002,Navy Yard,Q3AK-WNHT-9SSX,NavyYard-AP3-MR76,Charlestown Navy Yard,42.373289999999997,-71.056619999999995,{recently-added},8/19/2026 2:40:58.000,1,,,,,POINT (-71.056619999999953 42.373290000000054),-71.056619999999953,42.373290000000054
N_601230550253967800,200-Frontage-RD-TEMPO-APs,Q3AK-FGAN-3AR9,Passport-Transition-200-FrontageRD- RM107-AP1,,,,{recently-added},8/19/2026 2:41:07.000,1,,,,,,,
N_601230550253968105,BCYF-Tobin_CC_Indoor,Q3KD-MXYT-4EGP,BCYF-CC Lobby-MR46,,42.337040000000002,-71.072029999999998,{recently-added},8/19/2026 2:41:20.000,1,,,,,POINT (-71.072029999999984 42.337040000000059),-71.072029999999984,42.337040000000059
N_601230550253968443,BCYF-Leahy-Holloran-CC_Indoor,Q3KD-6VJK-ZD7S,BCYF-Leahy-Holloran-MR46 AP2,,42.337040000000002,-71.072029999999998,"{employee,recently-added}",8/19/2026 2:41:25.000,1,,,,employee,POINT (-71.072029999999984 42.337040000000059),-71.072029999999984,42.337040000000059
N_601230550253968524,BCYF-DeepFreeze_test,Q3AK-DN5N-RA55,NOC-DeepFreeze-test_AP,,42.358159999999998,-71.054069999999996,{recently-added},8/19/2026 2:41:28.000,1,,,,,POINT (-71.054069999999967 42.358160000000055),-71.054069999999967,42.358160000000055
N_601230550253968547,BCYF-Flaherty-Pool_Outdoor,Q3KG-CJ22-HH37,ROS-BCYF-Flaherty-Pool-Outside-MR86 AP1,,42.337040000000002,-71.072029999999998,{recently-added},8/19/2026 2:41:31.000,1,,,,,POINT (-71.072029999999984 42.337040000000059),-71.072029999999984,42.337040000000059
N_568579452955527921,Parks,Q3KG-W762-97BX,PARKS-JAMAICAPOND-MR86 AP1,"507 Jamaicaway, Jamaica Plain, MA - boat house",42.315867337000000,-71.117477393000001,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.117477392999945 42.315867337000043),-71.117477392999945,42.315867337000043
N_568579452955527921,Parks,Q3KD-V4F5-3LSC,PARKS-JAMAICAPOND-MR46 AP3,,,,{},8/19/2026 2:40:49.000,1,,,,,,,
N_568579452955527921,Parks,Q3AK-CR92-A992,PARKS-COMMON-AP1,Boston Common,42.352938572443840,-71.065310239791884,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.065310239999974 42.352938572000028),-71.065310239999974,42.352938572000028
N_568579452955527921,Parks,Q3AK-CRWB-RXVL,PARKS-COMMON-AP3,Boston Common,42.356125831374555,-71.067659854888930,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.067659854999988 42.356125831000043),-71.067659854999988,42.356125831000043
N_568579452955527921,Parks,Q3KG-ZV6T-97HY,PARKS-JAMAICAPOND-MR86 AP2,"507 Jamaicaway, Jamaica Plain, MA - bandstand",42.315867337000000,-71.117477393000001,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.117477392999945 42.315867337000043),-71.117477392999945,42.315867337000043
N_568579452955527921,Parks,Q3AK-DGSZ-GM7H,PARKS-COMMON-AP7,Boston Common,42.355539134157915,-71.063969135284438,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.063969134999979 42.355539134000026),-71.063969134999979,42.355539134000026
N_568579452955527921,Parks,Q3AK-DRLB-LEZF,PARKS-COMMON-AP5,Boston Common,42.355899874311284,-71.065830588340773,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.065830587999983 42.355899875000034),-71.065830587999983,42.355899875000034
N_568579452955527921,Parks,Q3AK-CR6K-YPBC,PARKS-COMMON-AP4,Boston Common,42.354849361506218,-71.066919565200820,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.066919564999978 42.354849361000049),-71.066919564999978,42.354849361000049
N_568579452955527921,Parks,Q3AK-EK6U-T4FW,PARKS-COMMON-AP2,Boston Common,42.354785933755871,-71.068067550659194,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.068067550999956 42.354785934000063),-71.068067550999956,42.354785934000063
N_568579452955534204,Dorchester,Q3AK-D6SB-2FUS,DOT-MATHER-MR76 AP3,"1 Meeting House Hill, Dorchester",42.304436299999999,-71.063147999999998,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.063147999999956 42.304436300000077),-71.063147999999956,42.304436300000077
N_568579452955534204,Dorchester,Q3AK-DF65-ZEHT,DOT-CLEVELAND-MR76-AP1,"11 Charles St, Dorchester",42.300792338000001,-71.061771911999998,"{BPS,Outside}",8/19/2026 2:40:49.000,1,BPS,,Outside,,POINT (-71.061771911999983 42.300792338000065),-71.061771911999983,42.300792338000065
N_568579452955534204,Dorchester,Q3AK-DCY4-BRSV,DOT-MATHER-MR76 AP2,"1 Meeting House Hill, Dorchester",42.304436299999999,-71.063147999999998,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.063147999999956 42.304436300000077),-71.063147999999956,42.304436300000077
N_568579452955534204,Dorchester,Q3AK-JFYM-KN97,DOT-MURPHY-MR76 AP1,"1 worrell st Dorchester, ma",42.294204338999997,-71.049203415999997,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.049203415999955 42.294204339000032),-71.049203415999955,42.294204339000032
N_568579452955534204,Dorchester,Q3AK-H6CF-9GJ4,DOT-BPL-UphamsCorner-Roof-MR76-AP2,"35 Brookford St., Roxbury, MA",42.318198334999998,-71.075627405999995,"{BPL,Outside,Uphams-Corner-Branch}",8/19/2026 2:40:49.000,1,BPL,,Outside,Uphams Corner Branch,POINT (-71.075627405999967 42.318198335000034),-71.075627405999967,42.318198335000034
N_568579452955534204,Dorchester,Q3AK-ECQ6-Y93V,DOT-BPL-UphamsCorner-Roof-MR76-AP3,"500 Columbia Rd., Dorchester, MA

BPL-Uphams-Corner
10.255.255.155
port 10",42.314769335999998,-71.067581408999999,"{BPL,Outside,Uphams-Corner-Branch}",8/19/2026 2:40:49.000,1,BPL,,Outside,Uphams Corner Branch,POINT (-71.067581408999956 42.31476933600004),-71.067581408999956,42.314769336000040
N_568579452955534204,Dorchester,Q3AE-38T7-54X2,DOT-BFD21-MR86 AP2,"641 Columbia Rd., Dorchester, MA",42.318324335000000,-71.063234410000007,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.06323440999995 42.318324335000057),-71.063234409999950,42.318324335000057
N_568579452955537848,South Boston,Q3AK-CZDX-U8EV,SB-HIGHSCHOOL-MR76 AP3,,,,{},8/19/2026 2:40:50.000,1,,,,,,,
N_579275502070532581,Roxbury,Q3AK-KE5N-RM4K,ROX-FREDERICK-MR76 AP3,"Devon & Columbia Rd, Dorchester, MA",42.307490000000001,-71.075950000000006,{},8/19/2026 2:40:52.000,1,,,,,POINT (-71.075949999999978 42.30749000000003),-71.075949999999978,42.307490000000030
N_601230550253961436,East Boston,Q3KG-AJ2E-FJZ9,EB-BPDA7-MR86 AP1,,,,{},8/19/2026 2:40:53.000,1,,,,,,,
N_601230550253967678,Sergiy TEST-APs,Q3AE-MUTD-8W38,AP2,,,,{},8/19/2026 2:41:05.000,1,,,,,,,
N_601230550253968545,BCYF-Curtis-Hall-CC_Outdoor,Q3KG-BR2H-FTN8,JP-CURTIS-HALL-BCYF-MR86 AP2,,42.336080000000003,-71.035830000000004,{recently-added},8/19/2026 2:41:29.000,1,,,,,POINT (-71.035829999999976 42.336080000000038),-71.035829999999976,42.336080000000038
L_601230550253963849,Mobile WiFi Kit 1,Q2ZY-RF99-YN45,MG41-1,,,,{},8/19/2026 2:40:44.000,1,,,,,,,
L_601230550253963849,Mobile WiFi Kit 1,Q3AK-SUL7-7FC4,MR76-1,,,,{},8/19/2026 2:40:44.000,1,,,,,,,
L_601230550253963850,Mobile WiFi Kit 2,Q2ZY-5UCW-5LFZ,MG41-2,,,,{},8/19/2026 2:40:45.000,1,,,,,,,
L_601230550253963850,Mobile WiFi Kit 2,Q3AK-W3JB-ZWJ4,MR76-2,,,,{},8/19/2026 2:40:45.000,1,,,,,,,
L_601230550253963851,Mobile WiFi Kit 3,Q2ZY-V6UL-X52X,MG41-3,,,,{},8/19/2026 2:40:45.000,1,,,,,,,
L_601230550253963851,Mobile WiFi Kit 3,Q3AK-Q4UV-A3YH,MR76-3,,,,{},8/19/2026 2:40:45.000,1,,,,,,,
L_601230550253963852,Mobile WiFi Kit 4,Q2ZY-UMFL-3SV4,MG41-4,,,,{},8/19/2026 2:40:46.000,1,,,,,,,
L_601230550253963852,Mobile WiFi Kit 4,Q3AK-VU6H-QY3R,MR76-4,,,,{},8/19/2026 2:40:46.000,1,,,,,,,
L_601230550253963853,Mobile WiFi Kit 5,Q3AK-VPCA-XAXA,MR76-5,,,,{},8/19/2026 2:40:47.000,1,,,,,,,
L_601230550253963853,Mobile WiFi Kit 5,Q2ZY-CKEJ-LDAC,MG41-5,,,,{},8/19/2026 2:40:47.000,1,,,,,,,
L_601230550253964019,City Hall Truck,Q3KG-6FQL-WDV3,CoB-Mobile-Truck_MR-86,,,,{},8/19/2026 2:40:48.000,1,,,,,,,
L_601230550253964019,City Hall Truck,Q3AU-KME9-S2T6,CoB-Mobile-Truck_MR-78,,,,{},8/19/2026 2:40:48.000,1,,,,,,,
N_568579452955527921,Parks,Q3KG-VR8G-WJJ6,PARKS-FRANKLIN_CLUBHOUSE-MR86-AP1,,,,"{Inside,employee,recently-added}",8/19/2026 2:40:49.000,1,,,Inside,employee,,,
N_568579452955527921,Parks,Q3AK-DGWD-NEFT,PARKS-COMMON-AP10,Boston Common,42.354785933755871,-71.063808202743544,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.063808202999951 42.354785934000063),-71.063808202999951,42.354785934000063
N_568579452955527921,Parks,Q3AK-CVAW-H5UM,PARKS-COMMON-AP9,Boston Common,42.355340924400998,-71.063443422317519,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.063443421999978 42.355340924000075),-71.063443421999978,42.355340924000075
N_568579452955527921,Parks,Q3AK-CQWK-ZYPY,PARKS-COMMON-AP8,Boston Common,42.355443993552619,-71.063936948776259,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.063936948999981 42.355443994000041),-71.063936948999981,42.355443994000041
N_568579452955527921,Parks,Q3AK-CVAE-CUZU,PARKS-COMMON-AP6,Boston Common,42.355872125142234,-71.065535545349135,{},8/19/2026 2:40:49.000,1,,,,,POINT (-71.065535545999978 42.355872125000076),-71.065535545999978,42.355872125000076
N_601230550253968442,BCYF-CurtisHall-CC_Indoor,Q3AC-NC9F-7KH4,BCYF-Curtis-Hall-AP2-MR46,,,,{},8/19/2026 2:41:24.000,1,,,,,,,
N_601230550253968545,BCYF-Curtis-Hall-CC_Outdoor,Q3KG-YXT7-EY52,JP-CURTIS-HALL-BCYF-MR86 AP1,,42.336080000000003,-71.035830000000004,{recently-added},8/19/2026 2:41:29.000,1,,,,,POINT (-71.035829999999976 42.336080000000038),-71.035829999999976,42.336080000000038
N_601230550253965256,Strand Theatre - Internal,Q3KD-QKG5-YKWM,Strand-Stage Left-MR46,,,,{},8/19/2026 2:40:59.000,1,,,,,,,
N_601230550253965256,Strand Theatre - Internal,Q3KD-J6ZD-KZUP,Strand-Orchestra Lobby-AP1-MR46,,,,{},8/19/2026 2:40:59.000,1,,,,,,,
N_601230550253965256,Strand Theatre - Internal,Q3KD-P9FK-5VBZ,Strand-Orchestra Lobby-AP3-MR46,,,,{},8/19/2026 2:40:59.000,1,,,,,,,
N_601230550253966449,OPAT,Q3AC-ZNTZ-AXMN,OPAT-AP2,2201 Washington St Roxbury MA 02118,42.331086333000002,-71.082957902999993,{employee},8/19/2026 2:41:00.000,1,,,,employee,POINT (-71.082957902999965 42.33108633300003),-71.082957902999965,42.331086333000030
N_601230550253966449,OPAT,Q3AC-GXG6-6WZR,OPAT-AP1,2201 Washington St Roxbury MA 02118,42.331086333000002,-71.082957902999993,{employee},8/19/2026 2:41:00.000,1,,,,employee,POINT (-71.082957902999965 42.33108633300003),-71.082957902999965,42.331086333000030
N_601230550253966604,East Boston Senior Center,Q3AB-384Z-M6EA,EBSC-AP-4,"18 Barnes Avenue, East Boston, MA 02128",42.386080000000000,-71.005970000000005,"{Inside,employee}",8/19/2026 2:41:00.000,1,,,Inside,employee,POINT (-71.005969999999934 42.386080000000049),-71.005969999999934,42.386080000000049
N_601230550253966604,East Boston Senior Center,Q3AB-3QKN-ZC2L,EBSC-AP-2,"18 Barnes Avenue, East Boston, MA 02128",42.386080000000000,-71.005970000000005,"{Inside,employee}",8/19/2026 2:41:00.000,1,,,Inside,employee,POINT (-71.005969999999934 42.386080000000049),-71.005969999999934,42.386080000000049
N_601230550253966604,East Boston Senior Center,Q3AB-3PP3-JU4W,EBSC-AP-1,"18 Barnes Avenue, East Boston, MA 02128",42.386080000000000,-71.005970000000005,"{Inside,employee}",8/19/2026 2:41:00.000,1,,,Inside,employee,POINT (-71.005969999999934 42.386080000000049),-71.005969999999934,42.386080000000049
N_601230550253966604,East Boston Senior Center,Q3AB-4Q4V-8E7P,EBSC-AP-5,"18 Barnes Avenue, East Boston, MA 02128",42.386080000000000,-71.005970000000005,"{Inside,employee}",8/19/2026 2:41:00.000,1,,,Inside,employee,POINT (-71.005969999999934 42.386080000000049),-71.005969999999934,42.386080000000049
N_601230550253966604,East Boston Senior Center,Q3AB-SYXF-PX75,EBSC-AP-3,"18 Barnes Avenue, East Boston, MA 02128",42.386080000000000,-71.005970000000005,"{Inside,employee}",8/19/2026 2:41:00.000,1,,,Inside,employee,POINT (-71.005969999999934 42.386080000000049),-71.005969999999934,42.386080000000049
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-M9YS-PAT8,,"1 City Hall Square, Boston, MA 02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253967679,BCYF-Johnson-CC_Indoor,Q3AC-KJGC-ECQ5,BCYF-Johnson-AP2,"68 Annunciation Rd, Mission Hill, MA 02120",42.334470332999999,-71.093159400000005,{employee},8/19/2026 2:41:06.000,1,,,,employee,POINT (-71.093159399999934 42.33447033300007),-71.093159399999934,42.334470333000070
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-Q4LQ-6HK3,AP-MR86-CS-09,"1 City Hall Square, Boston, MA 02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-JBPL-DSNV,AP-MR86-CS-23,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-A793-TEM9,,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-EETG-KYUS,AP-MR86-CS-31,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-CANN-4NB2,,"1 City Hall Square, Boston, MA 02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-WU87-WVGK,3rd Floor Lobby Entrance,"1 City Hall Plaza, 
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-E75T-LLQX,AP-MR86-CS-37,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-QYJ5-RXEJ,AP-MR86-CS-10,"1 City Hall Square, Boston, MA 02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-TF7U-TX4P,AP-MR86-IWF-ROOM,"One City Hall Sq, Pavilion Bld, IWF Room,
Boston, MA 02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-R6BQ-D5KN,AP-MR86-CS-27,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-ZDPZ-2LNE,,"1 City Hall Square, Boston, MA 02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-8YNT-BM6Q,AP-MR86-CS-36?,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253968548,BCYF-Shelburne-CC_Outdoor,Q3AE-LLUD-37VL,ROX-Shelburne-MR86 AP2,"2730 Washington St., Roxbury, MA",42.322428334999998,-71.090162401000001,{recently-added},8/19/2026 2:41:32.000,1,,,,,POINT (-71.090162400999986 42.322428335000041),-71.090162400999986,42.322428335000041
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-QMTD-57LD,2nd Floor North Entrance,"1 City Hall Plaza, 
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-2F27-DVJ3,AP-MR86-CS-14,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.360291326999999,-71.058270909000001,{City-Hall},8/19/2026 2:41:02.000,1,,,,City Hall,POINT (-71.058270908999987 42.360291327000027),-71.058270908999987,42.360291327000027
N_601230550253966945,BCYF-Curley-CC_Indoor,Q3AC-RKPB-2QNG,BCYF-CURLEY-AP1,"1663 Columbia Rd, Boston, MA 02127",42.329115332000001,-71.035149919000006,"{BCYF,Inside,UXI,employee}",8/19/2026 2:41:02.000,1,BCYF,,Inside,UXI employee,POINT (-71.035149918999934 42.329115332000072),-71.035149918999934,42.329115332000072
N_601230550253966945,BCYF-Curley-CC_Indoor,Q3AC-7WRL-ZNXJ,BCYF-CURLEY-AP4,"1663 Columbia Rd, Boston, MA 02127",42.329115332000001,-71.035149919000006,"{BCYF,Inside,UXI,employee}",8/19/2026 2:41:02.000,1,BCYF,,Inside,UXI employee,POINT (-71.035149918999934 42.329115332000072),-71.035149918999934,42.329115332000072
N_601230550253966945,BCYF-Curley-CC_Indoor,Q3AC-DCVF-HE6K,BCYF-CURLEY-AP7,"1663 Columbia Rd, Boston, MA 02127",42.329115332000001,-71.035149919000006,"{BCYF,Inside,UXI,employee}",8/19/2026 2:41:02.000,1,BCYF,,Inside,UXI employee,POINT (-71.035149918999934 42.329115332000072),-71.035149918999934,42.329115332000072
